analyte	SAT_1	SAT_10	SAT_11	SAT_12	SAT_13	SAT_14	SAT_15	SAT_16	SAT_17	SAT_18	SAT_19	SAT_2	SAT_20	SAT_21	SAT_22	SAT_23	SAT_24	SAT_25	SAT_26	SAT_27	SAT_28	SAT_29	SAT_3	SAT_30	SAT_31	SAT_32	SAT_33	SAT_34	SAT_35	SAT_36	SAT_38	SAT_39	SAT_4	SAT_40	SAT_41	SAT_42	SAT_43	SAT_45	SAT_46	SAT_47	SAT_48	SAT_49	SAT_5	SAT_50	SAT_51	SAT_52	SAT_53	SAT_54	SAT_55	SAT_56	SAT_57	SAT_58	SAT_59	SAT_6	SAT_7	SAT_8	SAT_9	VAT__1	VAT__10	VAT__11	VAT__12	VAT__13	VAT__16	VAT__17	VAT__18	VAT__19	VAT__2	VAT__20	VAT__21	VAT__23	VAT__24	VAT__25	VAT__26	VAT__27	VAT__29	VAT__3	VAT__30	VAT__31	VAT__32	VAT__33	VAT__35	VAT__36	VAT__37	VAT__4	VAT__40	VAT__41	VAT__42	VAT__44	VAT__45	VAT__46	VAT__47	VAT__48	VAT__49	VAT__5	VAT__52	VAT__53	VAT__54	VAT__55	VAT__56	VAT__57	VAT__58	VAT__59	VAT__6	VAT__7	VAT__8	VAT__9
isothreonic acid 1	107.5472	73.9183	38.6703	85.5978	155.7948	62.3449	199.6689	307.2519	133.8174	112.1884	143.299	80.0534	150.6805	199.0325	106.5089	139.0297	137.5628	126.5189	74.0464	107.3684	132.3251	91.002	100.9015	135.8229	221.9873	136.6525	147.9333	137.285	85.4728	88.1119	220.0413	147.8873	129.2735	156.0468	200.6689	208.9286	127.136	140.0269	82.4281	113.3242	213	435.7143	92.3567	122.6766	128.1674	184.4337	149.0566	58.0524	134.4196	300.7812	104.3293	212.1019	64.5595	100	162.4738	145.3975	232.1196	178.8991	138.9262	147.541	66.897	19.3299	158.3851	134.0996	122.0715	117.9668	254.6584	171.748	115.8455	176.1134	111.3744	47.3576	57.1906	90.5773	138.8368	98.9802	191.3543	225.1521	192.2348	116.5144	109.8696	212.766	223.8422	151.0135	196.2329	205.4409	199.5586	148.0132	192.6136	452.3282	139.2157	206.5144	457.265	175.6176	71.116	173.0382	117.9884	137.6615	241.1538	179.7563	62.963	106.497	123.8361	96.9954	121.5434	201.4315
lactamide	221.8868	149.6394	105.8345	151.8342	105.4465	87.469	108.2781	109.7328	125.5187	183.8643	90.7216	320.2135	117.628	223.9115	126.2327	97.7552	90.4523	306.6476	89.7532	247.3684	86.0113	91.002	153.9528	113.0205	122.6216	415.2542	92.4583	78.317	92.0476	207.6923	120.8678	91.5493	142.094	85.8257	329.097	217.5	176.35	150.1007	115.016	103.022	998	140	109.3418	148.3271	121.0961	308.9037	66.9811	115.1685	86.558	94.7266	294.89	118.4713	148.2851	195.9596	199.1614	77.4059	278.9337	345.0953	104.698	88.9029	55.5905	111.1469	162.378	68.0077	403.2059	143.8619	428.5714	137.1951	233.6884	90.081	143.3649	346.9458	121.4047	319.509	151.97	250.15	256.6505	150.6085	514.2045	59.7258	115.4562	576.4023	187.8216	102.3649	137.6712	1730.7692	191.9924	124.1722	168.75	506.6519	85.2941	591.3365	296.2963	128.8937	381.8381	158.9537	116.0542	185.588	140.7692	457.0074	72.2222	120.5626	231.8436	301.7636	129.2605	647.2393
lauric acid	1856.6038	1502.7043	2677.4084	938.519	1853.3882	2533.8089	2628.4768	4433.2061	3432.5726	2639.5429	2660.8247	2069.3796	3716.4614	1838.9772	1814.5957	2574.2216	3000	2270.9078	858.2648	1426.3158	1103.0246	1763.8037	1633.1484	1568.4071	2168.0761	3977.7542	2335.388	1629.914	1674.7026	1680.4196	2705.5785	2029.1751	1053.4188	1302.0156	4421.7391	3718.9286	1538.961	1205.8428	1638.9776	1562.8434	3967	7812.8571	3757.9618	2112.2677	2058.6329	3374.3186	5357.5472	2779.9625	1063.1365	4175.7812	5863.7331	4235.3503	7564.5595	1709.0909	1370.021	2435.1464	2503.5761	3255.1164	4908.7248	3176.86	767.902	1934.9227	4424.1349	2334.2912	2824.291	2387.1483	3305.383	5246.9512	1712.7164	3664.9798	3027.2512	2239.1901	888.9632	1897.1466	2524.3902	2258.5483	1388.4522	1747.9716	3040.7197	4481.3969	1270.9497	6273.6944	2015.8662	1226.3514	2425.6849	4058.1614	2850.5675	920.8609	1692.6136	4008.8692	1270.5882	2487.2398	23240.7407	5621.3749	5849.0153	4726.3581	3627.6596	4959.8912	8113.8462	2714.6242	2953.7037	6912.2572	2269.0875	1510.7773	4371.7042	4671.7791
leucine	5723.7736	1664.0625	2370.0814	3644.0217	3059.848	5716.1911	22916.2252	29770.9924	2060.166	3193.2133	4745.3608	5441.6278	11589.7602	13371.4582	5122.288	4538.0159	5701.3191	5074.6962	3995.1384	4350.5263	1976.3705	3066.4622	3996.5326	1566.4243	9426.0042	23150.4237	8294.0537	8750.3071	12030.0564	3552.7972	19202.4793	25560.3622	5194.4444	8374.8375	16707.6923	8738.5714	7329.8018	5772.3304	10279.5527	14209.8214	32325	25898.5714	2754.7771	4869.145	13484.0896	11068.7462	12148.1132	9272.4719	6263.7475	28355.4688	11118.5238	14750.6369	14328.1775	5093.9394	7464.3606	10526.1506	17366.0598	18435.0741	12577.8523	12131.4628	5891.6457	12921.0696	8326.5306	5130.2682	38739.2109	20609.6547	13515.5279	17392.2764	4382.1571	18927.1255	1355.4502	15560.0549	6680.2676	7509.9536	11995.3096	4338.9322	13713.1197	17447.7688	15059.6591	5803.1984	8967.4115	23470.0193	8670.669	14988.8514	18922.6027	56560.9756	8300.1261	14657.2848	8302.8409	190293.7916	30235.2941	37959.3687	147366.0969	6718.5822	11089.7155	21876.2575	14949.7099	24807.6139	38683.8461	28994.5836	14522.2222	17702.6122	7114.5251	15913.1287	32952.7331	58835.3783
linoleic acid	511.6981	230.7692	192.3338	1131.1141	495.8835	415.0124	1183.1126	640.2672	193.9834	608.7258	1238.1443	549.3662	1185.0292	808.5695	1316.568	1270.8182	420.2261	1380.9864	479.0576	1036.8421	123.8185	511.2474	435.853	224.0582	1523.2558	860.1695	1345.5402	1931.2039	5938.948	2247.9021	1778.9256	1306.841	620.7265	1151.8205	740.4682	2890.7143	1325.7006	2564.8086	1193.2907	2184.0659	498	1387.1429	146.4968	933.4572	1616.6765	1314.6578	606.6038	964.4195	1257.6375	1100.5859	969.8368	1718.7898	3801.9502	378.7879	196.0168	672.5941	1529.2588	1369.7953	523.4899	422.7617	385.3643	921.0696	1200.5324	251.9157	1137.4846	498.7212	1054.8654	1525.4065	891.8109	810.7287	139.8104	2709.6774	888.9632	1362.641	382.7392	118.7762	833.4341	2770.284	892.0455	3562.9896	1743.0168	5586.0735	1085.7633	1693.5811	1945.8904	835.8349	2299.1803	704.3046	744.8864	1648.5588	942.1569	884.4862	7958.6895	758.8614	319.4748	786.7203	642.1663	1285.86	2411.5385	1194.3128	539.8148	1444.7421	900.3724	507.5114	2009.3248	1620.6544
lysine	4861.1321	484.976	1731.0041	1958.5598	754.2749	2020.1613	6273.1788	7952.2901	918.0498	1600.7618	2301.0309	4850.2335	5943.6163	6670.698	2772.1893	1888.8487	1548.995	3414.9392	2007.1055	1506.3158	930.0567	860.9407	1590.4993	506.6094	4808.6681	9669.4915	2685.6418	2639.742	3695.9925	2676.9231	6174.5868	6526.1569	2071.5812	4640.4421	8624.7492	3003.2143	2607.3137	2015.7824	5957.8275	4116.7582	13977	10838.5714	1108.2803	1312.6394	5147.0242	5365.8389	6867.9245	2851.1236	1971.4868	12269.5312	4739.5316	4737.8981	3690.9886	1834.3434	4863.7317	3968.6192	7228.8687	21735.7092	5044.6309	6331.9672	3464.51	5192.9768	5040.3727	2553.6398	22795.0062	6972.5064	9039.3375	6804.878	3728.0293	8398.7854	768.9573	12397.3919	3266.8896	3779.363	6230.7692	2854.2292	4217.0496	11459.9392	11058.7121	2359.6606	3649.9069	21324.9516	5616.6381	6584.7973	8635.274	24983.5835	4867.9067	4954.9669	3952.8409	27906.8736	12207.8431	16872.7334	38099.7151	3059.6133	7390.5908	10667.002	6155.706	12714.8198	19990.3846	12830.738	9649.0741	7692.9002	2528.8641	8075.1143	14725.0804	43998.9775
lyxitol	307.9245	155.9495	169.9457	220.1087	171.9443	189.8263	322.8477	451.3359	161.8257	116.3435	118.5567	181.1207	243.0331	268.4865	190.3353	198.769	237.4372	238.0272	133.5079	242.1053	143.6673	106.3395	325.5895	124.9174	246.3002	494.7034	211.0225	215.602	155.9173	193.007	252.0661	309.8592	208.3333	429.1287	364.214	201.4286	167.1224	153.1229	370.9265	129.8077	658	318.5714	237.7919	188.4758	350.0295	486.9776	335.8491	193.8202	162.9328	283.2031	199.0774	224.5223	433.7592	208.0808	206.499	129.7071	538.3615	291.108	248.6577	285.6242	207.2864	313.1443	316.7702	274.9042	305.1788	178.3887	492.7536	241.8699	190.7457	248.9879	175.3555	670.2128	126.4214	236.8945	303.0019	316.7367	327.3881	371.1968	281.25	223.2376	298.8827	408.1238	401.3722	214.8649	351.3699	529.0807	183.4805	2742.7152	184.0909	1332.5942	664.7059	726.3264	749.2877	380.2363	425.6018	249.497	346.2282	334.4663	334.6154	255.9242	124.0741	113.5298	234.6369	271.3912	245.0161	624.7444
malic acid	245.6604	155.0481	864.9932	275.1359	175.7441	806.7618	1687.7483	729.0076	273.8589	486.1496	272.1649	879.5864	1660.4018	551.4858	397.4359	829.8335	273.2412	366.6905	282.7225	172.6316	255.1985	257.6687	241.3315	226.041	936.5751	1371.822	720.087	738.0221	629.3049	469.9301	832.6446	697.1831	399.5726	1259.1027	1018.3946	276.4286	672.5906	557.0853	1299.6805	348.2143	1009	1434.2857	408.7049	257.6208	1011.1962	648.6978	1083.9623	371.7228	410.387	684.5703	1479.7729	405.0955	583.0531	189.899	298.7421	582.636	855.3316	1354.9753	990.604	867.2762	545.5402	1565.7216	890.417	356.3218	1547.164	1247.7621	1143.8923	814.0244	978.6951	1309.7166	236.9668	977.0075	491.6388	557.3988	917.4484	957.4085	1122.7328	2297.1602	1428.0303	615.8616	708.5661	1804.6422	1011.1492	775.3378	921.5753	2898.6867	433.1652	947.6821	794.3182	5373.6142	1765.6863	1102.0819	2833.3333	855.5317	1370.8972	2159.9598	1051.2573	3052.0054	1309.6154	1518.2803	770.3704	1567.3141	956.2384	852.3841	792.926	2341.5133
maltose 1	1368.6792	352.4639	622.7951	467.731	292.5902	652.2953	1210.9272	1645.0382	385.8921	449.7922	303.0928	786.5243	511.3415	504.8376	391.5187	543.0847	285.4899	246.6047	499.2521	458.9474	643.6673	308.7935	435.853	315.2677	507.3996	3597.4576	550.3988	609.0295	2239.1985	370.2797	540.2893	2403.4205	447.6496	1003.5761	1246.1538	342.8571	917.635	430.1545	873.1629	770.6044	4250	4055.7143	338.6412	306.6914	976.7236	417.02	4818.8679	765.9176	465.3768	2560.5469	605.7488	726.1146	289.5091	322.2222	1331.2369	359.8326	1143.0429	4252.2936	12633.2215	2872.3203	1852.3869	994.5232	782.6087	594.8276	7238.2861	3110.2941	1933.7474	4978.6585	521.3049	4933.1984	344.7867	1384.6946	2377.9264	891.8381	3112.5704	689.2621	5903.8694	6482.2515	2567.2348	643.2768	5535.3817	5484.5261	2085.3345	1737.1622	3058.5616	7460.6004	5124.2119	4309.2715	523.2955	17258.3149	6812.7451	11232.3707	47826.2108	676.6917	1025.1641	2910.4628	1459.381	5890.8906	2656.1538	1557.8876	940.7407	622.9069	988.8268	4870.3462	2138.5852	10025.5624
maltotriose	81.5094	107.2716	51.8996	117.1875	100.6966	71.6501	303.9735	235.687	150.4149	121.5374	77.3196	54.036	139.0149	138.9081	119.3294	160.7531	66.897	183.3452	107.7038	136.8421	130.4348	105.317	212.2053	137.8057	86.6808	504.2373	144.6701	136.3636	187.8522	131.1189	174.5868	368.2093	138.8889	219.4408	85.2843	63.2143	86.1244	131.9678	91.0543	91.6896	786	651.4286	79.6178	153.9033	137.0065	191.702	274.5283	114.2322	30.5499	417.9688	101.1356	122.293	166.4425	34.3434	137.3166	173.6402	144.3433	177.8405	902.0134	264.8172	171.4824	157.5387	138.4206	213.6015	502.1578	223.4655	86.9565	314.0244	160.7856	596.1538	98.3412	62.8003	63.2107	53.7492	396.8105	189.862	369.1052	299.6957	353.2197	147.846	557.7281	528.0464	455.4031	146.9595	302.0548	395.4034	436.9483	486.755	173.8636	677.3836	101.9608	1222.9684	633.9031	124.0602	109.4092	442.6559	198.2592	433.3787	45	228.5037	74.0741	123.5767	86.5922	344.8726	106.1093	708.589
mannose	1261.1321	178.4856	515.943	284.3071	232.7422	1007.7543	2271.8543	2384.542	110.9959	323.0609	865.9794	1199.7999	490.9268	1842.0871	156.8047	589.79	400.4397	157.6126	204.1885	407.3684	289.225	241.3088	442.0943	304.3622	2008.4567	3056.1441	127.2661	417.3833	3358.7977	710.1399	1996.9008	1636.8209	529.9145	153.1209	1250.1672	1271.7857	401.9139	436.1988	415.016	876.717	3763	2190	208.0679	394.7955	637.3011	2345.851	1032.0755	623.5955	608.9613	3863.2812	1471.2562	1487.5796	1370.881	758.5859	342.7673	141.2134	1832.5748	1398.3769	510.4027	195.7755	292.0854	347.9381	79.858	340.9962	1292.8483	194.6931	1297.1014	597.561	645.1398	510.1215	88.8626	838.0233	474.5819	501.6589	492.4953	298.7403	220.3748	1110.5477	224.4318	389.6867	1047.486	2019.3424	532.5901	831.0811	2703.0822	2230.3002	209.0164	762.9139	373.2955	4007.7605	750	2564.8086	4841.8803	165.9506	1199.1247	759.5573	332.6886	397.6886	731.5385	222.4103	199.0741	228.0643	319.3669	2341.6068	353.0547	3835.3783
methionine	550.1887	169.4712	122.1167	275.1359	229.8923	187.0347	618.8742	1221.374	148.3402	292.9363	281.4433	683.4556	1159.7537	651.0021	364.8915	261.7668	125.3141	436.3831	112.1915	195.7895	194.707	274.0286	339.1123	125.9088	426.0042	1391.9492	575.417	614.5577	449.9061	337.7622	811.9835	745.4728	252.1368	876.788	2056.8562	423.2143	587.4915	195.4332	1029.393	560.4396	2946	1657.1429	184.7134	215.2416	1264.8792	517.868	1008.4906	642.3221	404.277	1728.5156	679.2051	773.8854	367.1822	315.1515	366.8763	993.7238	980.1691	1857.7982	1094.2953	1027.1122	533.2915	1045.7474	831.8545	361.1111	3895.1911	1349.4246	1547.619	1696.1382	559.2543	1696.3563	184.8341	1388.8126	427.4247	675.8461	1216.6979	124.1752	1146.312	1483.2657	1794.5076	447.4543	914.3389	2201.1605	824.6141	1362.1622	1089.0411	5126.1726	967.5284	968.543	574.4318	18660.7539	2349.0196	3491.6051	8133.9031	10140.7089	733.0416	1949.6982	1234.0426	2217.879	3099.2308	2490.1828	1159.2593	1342.2639	535.3818	845.5258	2100.9646	5777.0961
myo-inositol	31451.3207	23989.1827	58133.6499	63425.9511	47869.8543	28718.6725	469772.1854	67403.626	56120.3319	7289.1274	60346.3918	49844.2295	115524.3033	141507.9475	63785.0099	28762.853	67729.8995	106195.4968	11951.7577	52508.421	31092.6276	31380.3681	83254.1609	22919.3655	82524.3129	127122.8814	78171.8637	64607.801	139988.4158	102999.6503	167899.7934	44580.4829	64743.5897	61056.2419	156096.3211	100978.9286	87861.244	65029.8858	160092.6518	118530.9066	238650	110408.5714	15347.1338	66426.0223	56284.0306	120839.4912	90404.717	66388.5768	127424.6436	47173.8281	103196.5933	156098.4076	160720.9146	11098.9899	7901.4675	45035.5649	117653.446	47526.8172	110558.0537	42970.3657	68902.9523	54373.067	52836.7347	45201.1494	88733.9704	31070.3325	102858.1781	52117.8862	37610.8522	24095.1417	5862.5592	145371.3109	23046.8227	59301.2608	30333.0206	74523.9952	57448.9117	65351.927	70456.4394	28527.4151	71483.2402	249047.3888	79595.1973	54694.2568	192997.6027	209935.272	75005.6747	72637.7483	22622.7273	516678.4922	36430.3922	237196.4406	129904.5584	34701.3964	58705.6893	44541.2475	29966.1509	530808.2937	61400.7692	88730.5349	7522.2222	20319.8259	29215.0838	35244.6114	17609.3248	66832.3108
